num,name,filename,sha256,length,train_end_raw,begin_raw,end_raw,start0,stop0,train_stop0,index_convention,anom_len,variant,is_distorted,is_noise,domain_goswami,is_medical,domain_official,domain_official_basis,domain_agree,source_official,deck_slides,in_tsbad,tsbad_filename,tsbad_domain,match_method,tsbad_label_n_segments,tsbad_label_start0,tsbad_label_stop0,gt_agree,audit_flags
57,DISTORTEDapneaecg4,057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt,b619fbd2c69a2dad77feabd80ae75058b614d655e5b78d0a929c42e8ce3371dd,38269,6000,16000,16100,15999,16100,6000,matlab_1based_inclusive,101,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",60,NA,NA,NA,NA,NA,NA,NA,NA,none
58,DISTORTEDapneaecg,058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,56d2afe698783adc102e742623206dbaff27dcfe8570ad0dcde06e1de51734b6,38501,10000,12240,12308,12239,12308,10000,matlab_1based_inclusive,69,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",57,NA,NA,NA,NA,NA,NA,NA,NA,none
59,DISTORTEDgait1,059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt,e4d5b4e84913b24f193a6b90d2982c0a26971fb8cfc4f3e58205106106af1852,65000,20000,38500,38800,38499,38800,20000,matlab_1based_inclusive,301,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",24,NA,NA,NA,NA,NA,NA,NA,NA,none
60,DISTORTEDgait2,060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,17fedf5e1159899f9333a6eb74326d28e7231689740359fb1c03185408aff4da,65000,22000,46500,46800,46499,46800,22000,matlab_1based_inclusive,301,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",25,NA,NA,NA,NA,NA,NA,NA,NA,none
61,DISTORTEDgait3,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.txt,e0529205646fff9cd6a0690617c7052771143774937dffbbab1c9207e3fd805a,65000,24500,59900,60500,59899,60500,24500,matlab_1based_inclusive,601,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",26,NA,NA,NA,NA,NA,NA,NA,NA,none
62,DISTORTEDgaitHunt1,062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt,969c1876508d1c0926944e31dcbfad4eb19b1ad3b44dc35d1a430a508903187e,64000,18500,33070,33180,33069,33180,18500,matlab_1based_inclusive,111,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",20,NA,NA,NA,NA,NA,NA,NA,NA,none
63,DISTORTEDgaitHunt2,063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,2414c00fdf139963e748c9474617829cdbe813c9ec73b59bd8b4c69994828251,64000,18500,31200,31850,31199,31850,18500,matlab_1based_inclusive,651,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",21,NA,NA,NA,NA,NA,NA,NA,NA,none
64,DISTORTEDgaitHunt3,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.txt,a78e2c7d6f11f16703b6e6ffa00e8f85ae87914b3a3eb8652cae09a542fd4982,64000,23400,38400,39200,38399,39200,23400,matlab_1based_inclusive,801,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",22,NA,NA,NA,NA,NA,NA,NA,NA,none
65,DISTORTEDinsectEPG1,065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.txt,8a7441fde208ec79fa41fb5c0c05df3b531792fee8ab359440c4404b4c5fc8fc,10001,3000,7000,7030,6999,7030,3000,matlab_1based_inclusive,31,DISTORTED,True,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",47,NA,NA,NA,NA,NA,NA,NA,NA,none
66,DISTORTEDinsectEPG2,066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt,ad103a4f8a0f30f07dd022dc8753a71a60a0ac9609a6523edb6468043a8e2605,9998,3700,8000,8025,7999,8025,3700,matlab_1based_inclusive,26,DISTORTED,True,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",48,NA,NA,NA,NA,NA,NA,NA,NA,none
67,DISTORTEDinsectEPG3,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.txt,523f307c81aad1e40a91a0d7f2569f381ddba412f2b397226b44905d1078aa86,9998,5200,7000,7050,6999,7050,5200,matlab_1based_inclusive,51,DISTORTED,True,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",49,NA,NA,NA,NA,NA,NA,NA,NA,none
68,DISTORTEDinsectEPG4,068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.txt,7cd52f1ab6af8aeef1fdaf208607d36350ddf4ccc065cf3c9874d61629ffe62c,9998,1300,6508,6558,6507,6558,1300,matlab_1based_inclusive,51,DISTORTED,True,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",50,NA,NA,NA,NA,NA,NA,NA,NA,none
69,DISTORTEDinsectEPG5,069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.txt,f987bbe39e02265c3bbf6ebc0eed2b4e9cd39e7eb4a1bf9340313715580efdaf,10028,3200,8500,8501,8499,8501,3200,matlab_1based_inclusive,2,DISTORTED,True,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",51,NA,NA,NA,NA,NA,NA,NA,NA,none
70,DISTORTEDltstdbs30791AI,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.txt,e58040b17f807cdf8660574c7d20f8ccecf405ce848ca936cb47c3f545d5868a,56123,17555,52600,52800,52599,52800,17555,matlab_1based_inclusive,201,DISTORTED,True,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",65,NA,NA,NA,NA,NA,NA,NA,NA,none
71,DISTORTEDltstdbs30791AS,071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.txt,0b99f53b29cbe01706f5f0389554c8c876f87d3f47f7fb0773672595dd1336fa,55000,23000,52600,52800,52599,52800,23000,matlab_1based_inclusive,201,DISTORTED,True,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",64,NA,NA,NA,NA,NA,NA,NA,NA,none
72,DISTORTEDltstdbs30791ES,072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800.txt,da6888f980d4ecd9f90fcebe4c5f5d15ca4b6f071284ed0164cc9f6b15aed761,55000,20000,52600,52800,52599,52800,20000,matlab_1based_inclusive,201,DISTORTED,True,False,ECG,True,ECG,source_line,True,"This dataset contains normal beats, with a single ventricular beat between  52600 and 52800.",63,NA,NA,NA,NA,NA,NA,NA,NA,none
73,DISTORTEDpark3m,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.txt,a9a749b18f4b69fa17371a44c54de64518de76199926e238919046970bd72111,90000,60000,72150,72495,72149,72495,60000,matlab_1based_inclusive,346,DISTORTED,True,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/park3 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",56,NA,NA,NA,NA,NA,NA,NA,NA,none
74,DISTORTEDqtdbSel1005V,074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800.txt,30b4ca1b33219240fb8125e1eb3b1f3d3c6dab54505794aed71f77ab0658cd88,36001,4000,12400,12800,12399,12800,4000,matlab_1based_inclusive,401,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel100 , annotator atr , from 0:50.000 to 1:00.000 | QT Database (qtdb)",67,NA,NA,NA,NA,NA,NA,NA,NA,none
75,DISTORTEDqtdbSel100MLII,075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800.txt,8b963d85f6b0c1216905e96d786c8cf88574ee65e03493383a5cfbbf5b478ba8,30000,4000,13400,13800,13399,13800,4000,matlab_1based_inclusive,401,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel100 , annotator atr , from 0:50.000 to 1:00.000 | QT Database (qtdb)",66,NA,NA,NA,NA,NA,NA,NA,NA,none
76,DISTORTEDresperation10,076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.txt,928e07f4ed9ebaa9172442d83163d2910ec67566784668b3326a461ebdab5aee,195000,48000,130700,131880,130699,131880,48000,matlab_1based_inclusive,1181,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",45,NA,NA,NA,NA,NA,NA,NA,NA,none
77,DISTORTEDresperation11,077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.txt,1a4579a125c16ae2bee77e374c904b79d4b70ed274c64fc15f0a509ee8831e5f,195000,58000,110800,110801,110799,110801,58000,matlab_1based_inclusive,2,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",46,NA,NA,NA,NA,NA,NA,NA,NA,none
78,DISTORTEDresperation1,078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.txt,b2c72cf631268a469e90106a63efb911b499aceb7ec7149d48b692bb7f1e7a41,200000,100000,110260,110412,110259,110412,100000,matlab_1based_inclusive,153,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",2;39,NA,NA,NA,NA,NA,NA,NA,NA,none
79,DISTORTEDresperation2,079_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168250.txt,9b1c5b263bd3488c63d2e9cea88f82a98c08cce326631a117d7e957710beb620,200051,30000,168250,168250,168249,168250,30000,matlab_1based_inclusive,1,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",40,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
80,DISTORTEDresperation2,080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.txt,7c274cb483f86c92a508a75e42a1824e811de17adccfd932d653a8f61145ce9d,190050,30000,168250,168251,168249,168251,30000,matlab_1based_inclusive,2,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",40,NA,NA,NA,NA,NA,NA,NA,NA,none
81,DISTORTEDresperation3,081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.txt,30ab10f0387706be945aadc400a30b5cbf8edc0a21d52bc21c9e57a111aa6ebe,190100,45000,158250,158251,158249,158251,45000,matlab_1based_inclusive,2,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",41,NA,NA,NA,NA,NA,NA,NA,NA,none
82,DISTORTEDresperation4,082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.txt,2e114686688e0415c22d48f109540f4c282d3be97a41a4e9ce41c162b1afdd0f,195250,70000,128430,128431,128429,128431,70000,matlab_1based_inclusive,2,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",42,NA,NA,NA,NA,NA,NA,NA,NA,none
83,DISTORTEDresperation9,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.txt,b9432d2b2dc707348ac701ad6ef3de4194f00cf83e5188cd0591da289a4eb222,195000,38000,143411,143511,143410,143511,38000,matlab_1based_inclusive,101,DISTORTED,True,False,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",44,NA,NA,NA,NA,NA,NA,NA,NA,none
84,DISTORTEDs20101mML2,084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.txt,cd871eec0f583d2f41fa673532730b9965bfa98968fc8675b960c21912b76bb8,40000,12000,35774,35874,35773,35874,12000,matlab_1based_inclusive,101,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record ltstdb/s20101 , annotator atr , from [10:25:40.000 01/11/1994] to [10:25:50.000 01/11/1994] | Long Term ST Database (ltstdb)",62,NA,NA,NA,NA,NA,NA,NA,NA,none
85,DISTORTEDs20101m,085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.txt,7b6ec96ee3f38e759d14f3914c5b0f86efe89eb420666f436eaa902ea03cb6be,40000,10000,35774,35874,35773,35874,10000,matlab_1based_inclusive,101,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record ltstdb/s20101 , annotator atr , from [10:25:40.000 01/11/1994] to [10:25:50.000 01/11/1994] | Long Term ST Database (ltstdb)",61,NA,NA,NA,NA,NA,NA,NA,NA,none
86,DISTORTEDsddb49,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.txt,9484a1baeb8e61873bc1a7af94f21fbcba409dd3990889d7379e4adc5ca5c034,80000,20000,67950,68200,67949,68200,20000,matlab_1based_inclusive,251,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record sddb/49 , annotator atr , from [17:01:50.000] to [18:01:50.000] | Sudden Cardiac Death Holter Database (sddb)",27,NA,NA,NA,NA,NA,NA,NA,NA,none
87,DISTORTEDsel840mECG1,087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740.txt,aca05d00079158f999d02eab7ef3d3e4d6212414111551c3ff7ff0c92edf150f,60000,17000,51370,51740,51369,51740,17000,matlab_1based_inclusive,371,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel840 , annotator atr , from 0:10.000 to 14:59.996 | QT Database (qtdb)",68,NA,NA,NA,NA,NA,NA,NA,NA,none
88,DISTORTEDsel840mECG2,088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740.txt,b9f8a964773f1be81dce39bae7e9cd6f459e28e5b5d9e01336ab4932a8f28704,57001,20000,49370,49740,49369,49740,20000,matlab_1based_inclusive,371,DISTORTED,True,False,ECG,True,ECG,source_line,True,"Selected input: record qtdb/sel840 , annotator atr , from 0:10.000 to 14:59.996 | QT Database (qtdb)",69,NA,NA,NA,NA,NA,NA,NA,NA,none
89,DISTORTEDtiltAPB1,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.txt,4f4984e84ed00e12c9a6c4ad3561ce0eebaa864266fd9baab666745e1cdae71c,130001,100000,114283,114350,114282,114350,100000,matlab_1based_inclusive,68,DISTORTED,True,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,5;31,NA,NA,NA,NA,NA,NA,NA,NA,none
90,DISTORTEDtiltAPB2,090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.txt,535574833feb1f3af8b834ea5675dd132b146705d2a3edd3fca92f5710637ec7,128767,50000,124159,124985,124158,124985,50000,matlab_1based_inclusive,827,DISTORTED,True,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,32,NA,NA,NA,NA,NA,NA,NA,NA,none
91,DISTORTEDtiltAPB3,091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.txt,ad3ca29dcca3024f277815291c26c9df2c49b07cbef545e67db583ded7331da6,129489,40000,114000,114370,113999,114370,40000,matlab_1based_inclusive,371,DISTORTED,True,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,33,NA,NA,NA,NA,NA,NA,NA,NA,none
92,DISTORTEDtiltAPB4,092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.txt,2653ba05eaf57ed53271e45b561de5eec3d981702af40459ae7330879159a8ad,128001,20000,67995,67996,67994,67996,20000,matlab_1based_inclusive,2,DISTORTED,True,False,ABP,True,ABP,source_line,True,The data comes from a healthy male on a tilt table.,34,NA,NA,NA,NA,NA,NA,NA,NA,none
93,NOISE1sddb40,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,35347097c5c7af99a25302c3ab335f51c8159f4968514dd67382c07d19269892,79795,35000,52000,52620,51999,52620,35000,matlab_1based_inclusive,621,NOISE,False,True,ECG,True,ECG,source_line,True,"Selected input: record sddb/40 , annotator atr , from [03:27:00.000 1] to [04:27:00.000 1] | Sudden Cardiac Death Holter Database (sddb)",28,NA,NA,NA,NA,NA,NA,NA,NA,none
94,NOISEBIDMC1,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.txt,4c304300bb128007891d08cb0777cd0d863f2284aa6347e78be3f88d028732fc,11000,2500,5400,5600,5399,5600,2500,matlab_1based_inclusive,201,NOISE,False,True,ECG,True,PPG (bidmc),source_line,False,"Selected input: record bidmc/bidmc01 , annotator ann1 , from 0:00.000 to 1:00.000",55,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_DISAGREE
95,NOISECIMIS44AirTemperature4,095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.txt,01f3d58b115c0b55361d99c1456f402a379da3d4b09d7a8996a2c011ed1b5312,8184,4000,5549,5597,5548,5597,4000,matlab_1based_inclusive,49,NOISE,False,True,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,97,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
96,NOISEECG4,096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,5b723c125d9e1d1c01c0ed1847e6b1e12d3cabeb934ea57db41b93a795a1314d,30000,5000,16900,17100,16899,17100,5000,matlab_1based_inclusive,201,NOISE,False,True,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",38;100,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
97,NOISEGP711MarkerLFM5z3,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,2adb060a70f5c070439392b00bd310342ec09b8f41def9913994c2bc1eece163,12000,5000,5948,5993,5947,5993,5000,matlab_1based_inclusive,46,NOISE,False,True,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,92,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
98,NOISEInternalBleeding16,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.txt,06f923ba22247e602ba40b2b4e616d39b02f37beea50a3a94e4081c814734c75,7501,1200,4187,4199,4186,4199,1200,matlab_1based_inclusive,13,NOISE,False,True,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",70,NA,NA,NA,NA,NA,NA,NA,NA,none
99,NOISEInternalBleeding6,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,996063dd0fd67c79cce0b49f80a61e3f67bbb50e00ec437e2ffdb23114f956ea,7654,1500,3474,3629,3473,3629,1500,matlab_1based_inclusive,156,NOISE,False,True,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",81,NA,NA,NA,NA,NA,NA,NA,NA,none
100,NOISELab2Cmac011215EPG1,100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,8a9d4725fc1b4663eb02907b31e25a664ef0c652646fc1438a7c30e04b7f0488,30001,5000,17210,17260,17209,17260,5000,matlab_1based_inclusive,51,NOISE,False,True,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",9,NA,NA,NA,NA,NA,NA,NA,NA,none
101,NOISELab2Cmac011215EPG4,101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.txt,9e5418d0004d2f41c6e1f285dee53dd5c77765f0ce4be8b070d29d1cbe7fa852,30066,6000,17390,17520,17389,17520,6000,matlab_1based_inclusive,131,NOISE,False,True,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",12,NA,NA,NA,NA,NA,NA,NA,NA,none
102,NOISEMesoplodonDensirostris,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.txt,72c78e33f07dfa6f9c83096fcc3c4d2d7002bdb50293fc57f371841dccb50c93,24667,10000,19280,19440,19279,19440,10000,matlab_1based_inclusive,161,NOISE,False,True,Acceleration,False,Acceleration,source_line,True,This data comes from an accelerometer attached to a Blainville's beaked whale.,54;100,NA,NA,NA,NA,NA,NA,NA,NA,none
103,NOISETkeepThirdMARS,103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809.txt,de1205fb960a0126f9450661e6cf91b708d5e5c24b3f6c91282d2acc49eb8a75,11308,3500,4711,4809,4710,4809,3500,matlab_1based_inclusive,99,NOISE,False,True,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",17,NA,NA,NA,NA,NA,NA,NA,NA,none
104,NOISEapneaecg4,104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100.txt,781d3517d0ca30f77500449c9782b59999d338e2c24a50bf32f36dbf7579ccb2,38269,6000,16000,16100,15999,16100,6000,matlab_1based_inclusive,101,NOISE,False,True,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",60,NA,NA,NA,NA,NA,NA,NA,NA,none
105,NOISEgait3,105_UCR_Anomaly_NOISEgait3_24500_59900_60500.txt,1423d3c337bd9e99f96562f9cdabb51cc84fbee65a063a5a7b79214745761bdf,65000,24500,59900,60500,59899,60500,24500,matlab_1based_inclusive,601,NOISE,False,True,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",26,NA,NA,NA,NA,NA,NA,NA,NA,none
106,NOISEgaitHunt2,106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,3d1006255185d645cc6d9a2f50ae8a30677c0169d3a647433d9af4d3fd4b4974,64000,18500,31200,31850,31199,31850,18500,matlab_1based_inclusive,651,NOISE,False,True,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",21,NA,NA,NA,NA,NA,NA,NA,NA,none
107,NOISEinsectEPG3,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.txt,8d36127e154d71d9738e61432f3ae54dd571563dcded23798ab71276ab1756f7,9998,5200,7000,7050,6999,7050,5200,matlab_1based_inclusive,51,NOISE,False,True,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",49,NA,NA,NA,NA,NA,NA,NA,NA,none
108,NOISEresperation2,108_UCR_Anomaly_NOISEresperation2_30000_168250_168250.txt,a11d3200eb13303976a709dbf5fc68fe343d2c062274861065e32fc7ecf4180c,200051,30000,168250,168250,168249,168250,30000,matlab_1based_inclusive,1,NOISE,False,True,RESP,True,RESP,source_line,True,"Selected input: record mimicdb/037/037 , annotator abp , from [13:30:35.000 14/08/1994] to [14:30:35.000 14/08/1994] | MIMIC Database (mimicdb)",40,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
109,1sddb40,109_UCR_Anomaly_1sddb40_35000_52000_52620.txt,c053d8bd208c0714fc4ddecbb69f401ed3e3aa5748f965c7b824f2a9209e723e,79795,35000,52000,52620,51999,52620,35000,matlab_1based_inclusive,621,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record sddb/40 , annotator atr , from [03:27:00.000 1] to [04:27:00.000 1] | Sudden Cardiac Death Holter Database (sddb)",28,NA,NA,NA,NA,NA,NA,NA,NA,none
110,2sddb40,110_UCR_Anomaly_2sddb40_35000_56600_56900.txt,cf909cb2238c9851cc164a23bbbfd50b09226427c61a74d022c4e210064b8f29,80001,35000,56600,56900,56599,56900,35000,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record sddb/40 , annotator atr , from [03:27:00.000 1] to [04:27:00.000 1] | Sudden Cardiac Death Holter Database (sddb)",29,NA,NA,NA,NA,NA,NA,NA,NA,none
111,3sddb40,111_UCR_Anomaly_3sddb40_35000_46600_46900.txt,413275b1b4b7b1f671ed8d7faae433f2f0891a7b373b1b97d5364903c75b142f,80000,35000,46600,46900,46599,46900,35000,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record sddb/40 , annotator atr , from [03:27:00.000 1] to [04:27:00.000 1] | Sudden Cardiac Death Holter Database (sddb)",30,NA,NA,NA,NA,NA,NA,NA,NA,none
112,BIDMC1,112_UCR_Anomaly_BIDMC1_2500_5400_5600.txt,e96e3b8c49967eadae8336ba2969982c9fa6b6467324cf2b9d51e100d9e1603f,11000,2500,5400,5600,5399,5600,2500,matlab_1based_inclusive,201,plain,False,False,ECG,True,PPG (bidmc),source_line,False,"Selected input: record bidmc/bidmc01 , annotator ann1 , from 0:00.000 to 1:00.000",55,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_DISAGREE
113,CIMIS44AirTemperature1,113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.txt,e1dd9e26e6e7156aa3616aa44123061064e9ef3a8ea32b05e7d328fce1caa0ed,8184,4000,5391,5392,5390,5392,4000,matlab_1based_inclusive,2,plain,False,False,Air Temperature,False,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT_IN_DECK;DOMAIN_OFFICIAL_NA
114,CIMIS44AirTemperature2,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.txt,5918c56c99ebc6a7f13b99a7af2c5257f1b72e306738c1b91a98838612a11e84,8184,4000,5703,5727,5702,5727,4000,matlab_1based_inclusive,25,plain,False,False,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,95,NA,NA,NA,NA,NA,NA,NA,NA,none
