num_a,num_b,name_a,name_b,same_name_group,domain,length_a,length_b,train_end_a,train_end_b,n_compared,corr,same_recording
237,238,mit14157longtermecg,mit14157longtermecg,True,ECG,97000,99000,19313,21311,5000,0.010419,False
239,240,taichidbS0715Master,taichidbS0715Master,True,Gait,897667,900000,190037,240030,5000,-0.348206,False
239,241,taichidbS0715Master,taichidbS0715Master,True,Gait,897667,900000,190037,250000,5000,0.852322,False
240,241,taichidbS0715Master,taichidbS0715Master,True,Gait,900000,900000,240030,250000,5000,-0.380890,False
242,243,tilt12744mtable,tilt12744mtable,True,ABP,286667,250001,100000,100000,5000,-0.005719,False
244,245,tilt12754table,tilt12754table,True,ABP,300262,298747,100013,100211,5000,-0.063879,False
246,247,tilt12755mtable,tilt12755mtable,True,ABP,299867,200000,100211,50211,5000,1.000000,True
248,249,weallwalk,weallwalk,True,Gait,8432,10524,2000,2753,2000,0.215921,False
248,250,weallwalk,weallwalk,True,Gait,8432,10468,2000,2951,2000,-0.011860,False
249,250,weallwalk,weallwalk,True,Gait,10524,10468,2753,2951,2753,0.051158,False
1,2,DISTORTED1sddb40,DISTORTED2sddb40,False,ECG,79795,80001,35000,35000,5000,0.982623,True
1,3,DISTORTED1sddb40,DISTORTED3sddb40,False,ECG,79795,80000,35000,35000,5000,0.980379,True
1,86,DISTORTED1sddb40,DISTORTEDsddb49,False,ECG,79795,80000,35000,20000,5000,-0.022263,False
1,110,DISTORTED1sddb40,2sddb40,False,ECG,79795,80001,35000,35000,5000,0.993044,True
1,111,DISTORTED1sddb40,3sddb40,False,ECG,79795,80000,35000,35000,5000,0.993044,True
1,194,DISTORTED1sddb40,sddb49,False,ECG,79795,80000,35000,20000,5000,-0.022610,False
2,3,DISTORTED2sddb40,DISTORTED3sddb40,False,ECG,80001,80000,35000,35000,5000,0.979347,True
2,86,DISTORTED2sddb40,DISTORTEDsddb49,False,ECG,80001,80000,35000,20000,5000,-0.036308,False
2,93,DISTORTED2sddb40,NOISE1sddb40,False,ECG,80001,79795,35000,35000,5000,0.984429,True
2,109,DISTORTED2sddb40,1sddb40,False,ECG,80001,79795,35000,35000,5000,0.989588,True
2,111,DISTORTED2sddb40,3sddb40,False,ECG,80001,80000,35000,35000,5000,0.989588,True
2,194,DISTORTED2sddb40,sddb49,False,ECG,80001,80000,35000,20000,5000,-0.038068,False
3,86,DISTORTED3sddb40,DISTORTEDsddb49,False,ECG,80000,80000,35000,20000,5000,-0.039111,False
3,93,DISTORTED3sddb40,NOISE1sddb40,False,ECG,80000,79795,35000,35000,5000,0.983155,True
3,109,DISTORTED3sddb40,1sddb40,False,ECG,80000,79795,35000,35000,5000,0.988483,True
3,110,DISTORTED3sddb40,2sddb40,False,ECG,80000,80001,35000,35000,5000,0.988483,True
3,194,DISTORTED3sddb40,sddb49,False,ECG,80000,80000,35000,20000,5000,-0.040900,False
11,12,DISTORTEDECG1,DISTORTEDECG2,False,ECG,30000,30000,10000,15000,5000,0.976541,True
11,13,DISTORTEDECG1,DISTORTEDECG3,False,ECG,30000,30000,10000,15000,5000,-0.006607,False
11,14,DISTORTEDECG1,DISTORTEDECG3,False,ECG,30000,30000,10000,8000,5000,-0.004450,False
11,16,DISTORTEDECG1,DISTORTEDECG4,False,ECG,30000,30000,10000,5000,5000,-0.005250,False
11,17,DISTORTEDECG1,DISTORTEDECG4,False,ECG,30000,30000,10000,5000,5000,0.001864,False
11,18,DISTORTEDECG1,DISTORTEDECG4,False,ECG,30000,30000,10000,8000,5000,-0.000727,False
11,75,DISTORTEDECG1,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,10000,4000,4000,-0.034019,False
11,96,DISTORTEDECG1,NOISEECG4,False,ECG,30000,30000,10000,5000,5000,-0.006400,False
11,120,DISTORTEDECG1,ECG2,False,ECG,30000,30000,10000,15000,5000,0.987393,True
11,121,DISTORTEDECG1,ECG3,False,ECG,30000,30000,10000,15000,5000,-0.005198,False
11,122,DISTORTEDECG1,ECG3,False,ECG,30000,30000,10000,8000,5000,-0.005198,False
11,124,DISTORTEDECG1,ECG4,False,ECG,30000,30000,10000,5000,5000,-0.005198,False
11,125,DISTORTEDECG1,ECG4,False,ECG,30000,30000,10000,5000,5000,-0.005198,False
11,126,DISTORTEDECG1,ECG4,False,ECG,30000,30000,10000,8000,5000,-0.005198,False
11,183,DISTORTEDECG1,qtdbSel100MLII,False,ECG,30000,30000,10000,4000,4000,-0.033402,False
12,13,DISTORTEDECG2,DISTORTEDECG3,False,ECG,30000,30000,15000,15000,5000,0.010299,False
12,14,DISTORTEDECG2,DISTORTEDECG3,False,ECG,30000,30000,15000,8000,5000,0.008034,False
12,16,DISTORTEDECG2,DISTORTEDECG4,False,ECG,30000,30000,15000,5000,5000,0.008877,False
12,17,DISTORTEDECG2,DISTORTEDECG4,False,ECG,30000,30000,15000,5000,5000,0.017762,False
12,18,DISTORTEDECG2,DISTORTEDECG4,False,ECG,30000,30000,15000,8000,5000,0.020001,False
12,75,DISTORTEDECG2,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,-0.036054,False
12,96,DISTORTEDECG2,NOISEECG4,False,ECG,30000,30000,15000,5000,5000,0.009941,False
12,119,DISTORTEDECG2,ECG1,False,ECG,30000,30000,15000,10000,5000,0.988173,True
12,121,DISTORTEDECG2,ECG3,False,ECG,30000,30000,15000,15000,5000,0.010776,False
12,122,DISTORTEDECG2,ECG3,False,ECG,30000,30000,15000,8000,5000,0.010776,False
12,124,DISTORTEDECG2,ECG4,False,ECG,30000,30000,15000,5000,5000,0.010776,False
12,125,DISTORTEDECG2,ECG4,False,ECG,30000,30000,15000,5000,5000,0.010776,False
12,126,DISTORTEDECG2,ECG4,False,ECG,30000,30000,15000,8000,5000,0.010776,False
12,183,DISTORTEDECG2,qtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,-0.036195,False
13,16,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,15000,5000,5000,0.983186,True
13,17,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,15000,5000,5000,0.980082,True
13,18,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,15000,8000,5000,0.980979,True
13,75,DISTORTEDECG3,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,0.027255,False
13,96,DISTORTEDECG3,NOISEECG4,False,ECG,30000,30000,15000,5000,5000,0.984908,True
13,119,DISTORTEDECG3,ECG1,False,ECG,30000,30000,15000,10000,5000,0.005188,False
13,120,DISTORTEDECG3,ECG2,False,ECG,30000,30000,15000,15000,5000,0.005188,False
13,124,DISTORTEDECG3,ECG4,False,ECG,30000,30000,15000,5000,5000,0.989711,True
13,125,DISTORTEDECG3,ECG4,False,ECG,30000,30000,15000,5000,5000,0.989711,True
13,126,DISTORTEDECG3,ECG4,False,ECG,30000,30000,15000,8000,5000,0.989711,True
13,183,DISTORTEDECG3,qtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,0.024273,False
14,16,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,8000,5000,5000,0.981521,True
14,17,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,8000,5000,5000,0.978805,True
14,18,DISTORTEDECG3,DISTORTEDECG4,False,ECG,30000,30000,8000,8000,5000,0.980354,True
14,75,DISTORTEDECG3,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.013476,False
14,96,DISTORTEDECG3,NOISEECG4,False,ECG,30000,30000,8000,5000,5000,0.986346,True
14,119,DISTORTEDECG3,ECG1,False,ECG,30000,30000,8000,10000,5000,0.008681,False
14,120,DISTORTEDECG3,ECG2,False,ECG,30000,30000,8000,15000,5000,0.008681,False
14,124,DISTORTEDECG3,ECG4,False,ECG,30000,30000,8000,5000,5000,0.991036,True
14,125,DISTORTEDECG3,ECG4,False,ECG,30000,30000,8000,5000,5000,0.991036,True
14,126,DISTORTEDECG3,ECG4,False,ECG,30000,30000,8000,8000,5000,0.991036,True
14,183,DISTORTEDECG3,qtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.011938,False
15,224,DISTORTEDECG4,mit14046longtermecg,False,ECG,200000,199753,5000,76123,5000,0.006103,False
15,225,DISTORTEDECG4,mit14046longtermecg,False,ECG,200000,199999,5000,81214,5000,0.008830,False
16,75,DISTORTEDECG4,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.025671,False
16,119,DISTORTEDECG4,ECG1,False,ECG,30000,30000,5000,10000,5000,0.006848,False
16,120,DISTORTEDECG4,ECG2,False,ECG,30000,30000,5000,15000,5000,0.006848,False
16,121,DISTORTEDECG4,ECG3,False,ECG,30000,30000,5000,15000,5000,0.990085,True
16,122,DISTORTEDECG4,ECG3,False,ECG,30000,30000,5000,8000,5000,0.990085,True
16,183,DISTORTEDECG4,qtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.020491,False
17,75,DISTORTEDECG4,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.019270,False
17,119,DISTORTEDECG4,ECG1,False,ECG,30000,30000,5000,10000,5000,0.012389,False
17,120,DISTORTEDECG4,ECG2,False,ECG,30000,30000,5000,15000,5000,0.012389,False
17,121,DISTORTEDECG4,ECG3,False,ECG,30000,30000,5000,15000,5000,0.989932,True
17,122,DISTORTEDECG4,ECG3,False,ECG,30000,30000,5000,8000,5000,0.989932,True
17,183,DISTORTEDECG4,qtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.014532,False
18,75,DISTORTEDECG4,DISTORTEDqtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.016882,False
18,119,DISTORTEDECG4,ECG1,False,ECG,30000,30000,8000,10000,5000,0.013709,False
18,120,DISTORTEDECG4,ECG2,False,ECG,30000,30000,8000,15000,5000,0.013709,False
18,121,DISTORTEDECG4,ECG3,False,ECG,30000,30000,8000,15000,5000,0.989540,True
18,122,DISTORTEDECG4,ECG3,False,ECG,30000,30000,8000,8000,5000,0.989540,True
18,183,DISTORTEDECG4,qtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.012117,False
55,56,DISTORTEDapneaecg2,DISTORTEDapneaecg3,False,ECG,38501,38379,10000,5000,5000,0.008823,False
55,57,DISTORTEDapneaecg2,DISTORTEDapneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.008818,False
55,58,DISTORTEDapneaecg2,DISTORTEDapneaecg,False,ECG,38501,38501,10000,10000,5000,0.978993,True
55,104,DISTORTEDapneaecg2,NOISEapneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.009811,False
55,164,DISTORTEDapneaecg2,apneaecg3,False,ECG,38501,38379,10000,5000,5000,0.004814,False
55,165,DISTORTEDapneaecg2,apneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.014184,False
55,166,DISTORTEDapneaecg2,apneaecg,False,ECG,38501,38501,10000,10000,5000,0.987375,True
56,57,DISTORTEDapneaecg3,DISTORTEDapneaecg4,False,ECG,38379,38269,5000,6000,5000,0.023317,False
56,58,DISTORTEDapneaecg3,DISTORTEDapneaecg,False,ECG,38379,38501,5000,10000,5000,0.012982,False
56,104,DISTORTEDapneaecg3,NOISEapneaecg4,False,ECG,38379,38269,5000,6000,5000,0.024889,False
56,163,DISTORTEDapneaecg3,apneaecg2,False,ECG,38379,38501,5000,10000,5000,0.013026,False
56,165,DISTORTEDapneaecg3,apneaecg4,False,ECG,38379,38269,5000,6000,5000,0.024103,False
56,166,DISTORTEDapneaecg3,apneaecg,False,ECG,38379,38501,5000,10000,5000,0.013026,False
57,58,DISTORTEDapneaecg4,DISTORTEDapneaecg,False,ECG,38269,38501,6000,10000,5000,-0.005436,False
57,163,DISTORTEDapneaecg4,apneaecg2,False,ECG,38269,38501,6000,10000,5000,-0.011617,False
57,164,DISTORTEDapneaecg4,apneaecg3,False,ECG,38269,38379,6000,5000,5000,0.023584,False
57,166,DISTORTEDapneaecg4,apneaecg,False,ECG,38269,38501,6000,10000,5000,-0.011617,False
58,104,DISTORTEDapneaecg,NOISEapneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.003181,False
58,163,DISTORTEDapneaecg,apneaecg2,False,ECG,38501,38501,10000,10000,5000,0.992397,True
58,164,DISTORTEDapneaecg,apneaecg3,False,ECG,38501,38379,10000,5000,5000,0.009634,False
58,165,DISTORTEDapneaecg,apneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.007966,False
71,72,DISTORTEDltstdbs30791AS,DISTORTEDltstdbs30791ES,False,ECG,55000,55000,23000,20000,5000,-0.741411,False
71,180,DISTORTEDltstdbs30791AS,ltstdbs30791ES,False,ECG,55000,55000,23000,20000,5000,-0.751624,False
72,179,DISTORTEDltstdbs30791ES,ltstdbs30791AS,False,ECG,55000,55000,20000,23000,5000,-0.745545,False
75,96,DISTORTEDqtdbSel100MLII,NOISEECG4,False,ECG,30000,30000,4000,5000,4000,0.023224,False
75,119,DISTORTEDqtdbSel100MLII,ECG1,False,ECG,30000,30000,4000,10000,4000,-0.035877,False
75,120,DISTORTEDqtdbSel100MLII,ECG2,False,ECG,30000,30000,4000,15000,4000,-0.035877,False
75,121,DISTORTEDqtdbSel100MLII,ECG3,False,ECG,30000,30000,4000,15000,4000,0.024700,False
75,122,DISTORTEDqtdbSel100MLII,ECG3,False,ECG,30000,30000,4000,8000,4000,0.024700,False
75,124,DISTORTEDqtdbSel100MLII,ECG4,False,ECG,30000,30000,4000,5000,4000,0.024700,False
75,125,DISTORTEDqtdbSel100MLII,ECG4,False,ECG,30000,30000,4000,5000,4000,0.024700,False
75,126,DISTORTEDqtdbSel100MLII,ECG4,False,ECG,30000,30000,4000,8000,4000,0.024700,False
84,85,DISTORTEDs20101mML2,DISTORTEDs20101m,False,ECG,40000,40000,12000,10000,5000,0.594702,False
84,193,DISTORTEDs20101mML2,s20101m,False,ECG,40000,40000,12000,10000,5000,0.608593,False
84,205,DISTORTEDs20101mML2,CHARISfive,False,ECG,40000,39870,12000,9812,5000,-0.053426,False
84,207,DISTORTEDs20101mML2,CHARISten,False,ECG,40000,39870,12000,3165,3165,-0.037550,False
85,192,DISTORTEDs20101m,s20101mML2,False,ECG,40000,40000,10000,12000,5000,0.596397,False
85,205,DISTORTEDs20101m,CHARISfive,False,ECG,40000,39870,10000,9812,5000,-0.042833,False
85,207,DISTORTEDs20101m,CHARISten,False,ECG,40000,39870,10000,3165,3165,-0.041347,False
86,93,DISTORTEDsddb49,NOISE1sddb40,False,ECG,80000,79795,20000,35000,5000,-0.039842,False
86,109,DISTORTEDsddb49,1sddb40,False,ECG,80000,79795,20000,35000,5000,-0.039219,False
86,110,DISTORTEDsddb49,2sddb40,False,ECG,80000,80001,20000,35000,5000,-0.039219,False
86,111,DISTORTEDsddb49,3sddb40,False,ECG,80000,80000,20000,35000,5000,-0.039219,False
93,110,NOISE1sddb40,2sddb40,False,ECG,79795,80001,35000,35000,5000,0.994738,True
93,111,NOISE1sddb40,3sddb40,False,ECG,79795,80000,35000,35000,5000,0.994738,True
93,194,NOISE1sddb40,sddb49,False,ECG,79795,80000,35000,20000,5000,-0.039973,False
96,119,NOISEECG4,ECG1,False,ECG,30000,30000,5000,10000,5000,0.006251,False
96,120,NOISEECG4,ECG2,False,ECG,30000,30000,5000,15000,5000,0.006251,False
96,121,NOISEECG4,ECG3,False,ECG,30000,30000,5000,15000,5000,0.995187,True
96,122,NOISEECG4,ECG3,False,ECG,30000,30000,5000,8000,5000,0.995187,True
96,183,NOISEECG4,qtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.020038,False
104,163,NOISEapneaecg4,apneaecg2,False,ECG,38269,38501,6000,10000,5000,-0.012224,False
104,164,NOISEapneaecg4,apneaecg3,False,ECG,38269,38379,6000,5000,5000,0.026003,False
104,166,NOISEapneaecg4,apneaecg,False,ECG,38269,38501,6000,10000,5000,-0.012224,False
109,110,1sddb40,2sddb40,False,ECG,79795,80001,35000,35000,5000,1.000000,True
109,111,1sddb40,3sddb40,False,ECG,79795,80000,35000,35000,5000,1.000000,True
109,194,1sddb40,sddb49,False,ECG,79795,80000,35000,20000,5000,-0.040185,False
110,111,2sddb40,3sddb40,False,ECG,80001,80000,35000,35000,5000,1.000000,True
110,194,2sddb40,sddb49,False,ECG,80001,80000,35000,20000,5000,-0.040185,False
111,194,3sddb40,sddb49,False,ECG,80000,80000,35000,20000,5000,-0.040185,False
119,120,ECG1,ECG2,False,ECG,30000,30000,10000,15000,5000,1.000000,True
119,121,ECG1,ECG3,False,ECG,30000,30000,10000,15000,5000,0.007357,False
119,122,ECG1,ECG3,False,ECG,30000,30000,10000,8000,5000,0.007357,False
119,124,ECG1,ECG4,False,ECG,30000,30000,10000,5000,5000,0.007357,False
119,125,ECG1,ECG4,False,ECG,30000,30000,10000,5000,5000,0.007357,False
119,126,ECG1,ECG4,False,ECG,30000,30000,10000,8000,5000,0.007357,False
119,183,ECG1,qtdbSel100MLII,False,ECG,30000,30000,10000,4000,4000,-0.039258,False
120,121,ECG2,ECG3,False,ECG,30000,30000,15000,15000,5000,0.007357,False
120,122,ECG2,ECG3,False,ECG,30000,30000,15000,8000,5000,0.007357,False
120,124,ECG2,ECG4,False,ECG,30000,30000,15000,5000,5000,0.007357,False
120,125,ECG2,ECG4,False,ECG,30000,30000,15000,5000,5000,0.007357,False
120,126,ECG2,ECG4,False,ECG,30000,30000,15000,8000,5000,0.007357,False
120,183,ECG2,qtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,-0.039258,False
121,124,ECG3,ECG4,False,ECG,30000,30000,15000,5000,5000,1.000000,True
121,125,ECG3,ECG4,False,ECG,30000,30000,15000,5000,5000,1.000000,True
121,126,ECG3,ECG4,False,ECG,30000,30000,15000,8000,5000,1.000000,True
121,183,ECG3,qtdbSel100MLII,False,ECG,30000,30000,15000,4000,4000,0.021654,False
122,124,ECG3,ECG4,False,ECG,30000,30000,8000,5000,5000,1.000000,True
122,125,ECG3,ECG4,False,ECG,30000,30000,8000,5000,5000,1.000000,True
122,126,ECG3,ECG4,False,ECG,30000,30000,8000,8000,5000,1.000000,True
122,183,ECG3,qtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.021654,False
123,224,ECG4,mit14046longtermecg,False,ECG,200000,199753,5000,76123,5000,0.002471,False
123,225,ECG4,mit14046longtermecg,False,ECG,200000,199999,5000,81214,5000,0.007546,False
124,183,ECG4,qtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.021654,False
125,183,ECG4,qtdbSel100MLII,False,ECG,30000,30000,5000,4000,4000,0.021654,False
126,183,ECG4,qtdbSel100MLII,False,ECG,30000,30000,8000,4000,4000,0.021654,False
163,164,apneaecg2,apneaecg3,False,ECG,38501,38379,10000,5000,5000,0.010439,False
163,165,apneaecg2,apneaecg4,False,ECG,38501,38269,10000,6000,5000,-0.016705,False
163,166,apneaecg2,apneaecg,False,ECG,38501,38501,10000,10000,5000,1.000000,True
164,165,apneaecg3,apneaecg4,False,ECG,38379,38269,5000,6000,5000,0.025283,False
164,166,apneaecg3,apneaecg,False,ECG,38379,38501,5000,10000,5000,0.010439,False
165,166,apneaecg4,apneaecg,False,ECG,38269,38501,6000,10000,5000,-0.016705,False
179,180,ltstdbs30791AS,ltstdbs30791ES,False,ECG,55000,55000,23000,20000,5000,-0.756834,False
192,193,s20101mML2,s20101m,False,ECG,40000,40000,12000,10000,5000,0.609433,False
192,205,s20101mML2,CHARISfive,False,ECG,40000,39870,12000,9812,5000,-0.034846,False
192,207,s20101mML2,CHARISten,False,ECG,40000,39870,12000,3165,3165,-0.052547,False
193,205,s20101m,CHARISfive,False,ECG,40000,39870,10000,9812,5000,-0.038959,False
193,207,s20101m,CHARISten,False,ECG,40000,39870,10000,3165,3165,-0.044641,False
202,206,CHARISfive,CHARISten,False,ECG,41790,42000,10411,25130,5000,0.037966,False
203,206,CHARISfive,CHARISten,False,ECG,41612,42000,10500,25130,5000,-0.001579,False
204,206,CHARISfive,CHARISten,False,ECG,41999,42000,12412,25130,5000,0.054336,False
205,207,CHARISfive,CHARISten,False,ECG,39870,39870,9812,3165,3165,0.040900,False
209,233,Fantasia,mit14157longtermecg,False,ECG,92000,92710,19000,18913,5000,-0.005773,False
5,6,DISTORTEDCIMIS44AirTemperature1,DISTORTEDCIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.980402,True
5,7,DISTORTEDCIMIS44AirTemperature1,DISTORTEDCIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.980890,True
5,8,DISTORTEDCIMIS44AirTemperature1,DISTORTEDCIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.979398,True
5,9,DISTORTEDCIMIS44AirTemperature1,DISTORTEDCIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.980853,True
5,10,DISTORTEDCIMIS44AirTemperature1,DISTORTEDCIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.982231,True
5,95,DISTORTEDCIMIS44AirTemperature1,NOISECIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.986160,True
5,114,DISTORTEDCIMIS44AirTemperature1,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.991036,True
5,115,DISTORTEDCIMIS44AirTemperature1,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.991036,True
5,116,DISTORTEDCIMIS44AirTemperature1,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.991036,True
5,117,DISTORTEDCIMIS44AirTemperature1,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.991036,True
5,118,DISTORTEDCIMIS44AirTemperature1,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.991036,True
6,7,DISTORTEDCIMIS44AirTemperature2,DISTORTEDCIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.982206,True
6,8,DISTORTEDCIMIS44AirTemperature2,DISTORTEDCIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.981008,True
6,9,DISTORTEDCIMIS44AirTemperature2,DISTORTEDCIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.981213,True
6,10,DISTORTEDCIMIS44AirTemperature2,DISTORTEDCIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.979366,True
6,95,DISTORTEDCIMIS44AirTemperature2,NOISECIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.986873,True
6,113,DISTORTEDCIMIS44AirTemperature2,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.991938,True
6,115,DISTORTEDCIMIS44AirTemperature2,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.991938,True
6,116,DISTORTEDCIMIS44AirTemperature2,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.991938,True
6,117,DISTORTEDCIMIS44AirTemperature2,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.991938,True
6,118,DISTORTEDCIMIS44AirTemperature2,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.991938,True
7,8,DISTORTEDCIMIS44AirTemperature3,DISTORTEDCIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.978906,True
7,9,DISTORTEDCIMIS44AirTemperature3,DISTORTEDCIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.979561,True
7,10,DISTORTEDCIMIS44AirTemperature3,DISTORTEDCIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.981297,True
7,95,DISTORTEDCIMIS44AirTemperature3,NOISECIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.985416,True
7,113,DISTORTEDCIMIS44AirTemperature3,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.990614,True
7,114,DISTORTEDCIMIS44AirTemperature3,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.990614,True
7,116,DISTORTEDCIMIS44AirTemperature3,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.990614,True
7,117,DISTORTEDCIMIS44AirTemperature3,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.990614,True
7,118,DISTORTEDCIMIS44AirTemperature3,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.990614,True
8,9,DISTORTEDCIMIS44AirTemperature4,DISTORTEDCIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.975116,True
8,10,DISTORTEDCIMIS44AirTemperature4,DISTORTEDCIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.982763,True
8,113,DISTORTEDCIMIS44AirTemperature4,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.988279,True
8,114,DISTORTEDCIMIS44AirTemperature4,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.988279,True
8,115,DISTORTEDCIMIS44AirTemperature4,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.988279,True
8,117,DISTORTEDCIMIS44AirTemperature4,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.988279,True
8,118,DISTORTEDCIMIS44AirTemperature4,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.988279,True
9,10,DISTORTEDCIMIS44AirTemperature5,DISTORTEDCIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.979198,True
9,95,DISTORTEDCIMIS44AirTemperature5,NOISECIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.984552,True
9,113,DISTORTEDCIMIS44AirTemperature5,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.989482,True
9,114,DISTORTEDCIMIS44AirTemperature5,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.989482,True
9,115,DISTORTEDCIMIS44AirTemperature5,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.989482,True
9,116,DISTORTEDCIMIS44AirTemperature5,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.989482,True
9,118,DISTORTEDCIMIS44AirTemperature5,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.989482,True
10,95,DISTORTEDCIMIS44AirTemperature6,NOISECIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.983875,True
10,113,DISTORTEDCIMIS44AirTemperature6,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.988726,True
10,114,DISTORTEDCIMIS44AirTemperature6,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.988726,True
10,115,DISTORTEDCIMIS44AirTemperature6,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.988726,True
10,116,DISTORTEDCIMIS44AirTemperature6,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,0.988726,True
10,117,DISTORTEDCIMIS44AirTemperature6,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.988726,True
95,113,NOISECIMIS44AirTemperature4,CIMIS44AirTemperature1,False,Air Temperature,8184,8184,4000,4000,4000,0.994874,True
95,114,NOISECIMIS44AirTemperature4,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,0.994874,True
