file,source,domain,distorted,name,tr,anom_start,anom_end,length,n_channels,anomaly_ratio,n_anomaly_segments,last_anom_frac,min_seg_len
156_UCR_Anomaly_TkeepFifthMARS_3500_5988_6085.txt,UCR,,False,TkeepFifthMARS,3500,5988,6085,11334,1,0.008646550202929239,1,0.5368801835186165,98
157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.txt,UCR,,False,TkeepFirstMARS,3500,5365,5380,11406,1,0.0014027704716815712,1,0.4716815711029283,16
158_UCR_Anomaly_TkeepForthMARS_3500_5988_6085.txt,UCR,,False,TkeepForthMARS,3500,5988,6085,11308,1,0.008666430845419171,1,0.5381146091262823,98
159_UCR_Anomaly_TkeepSecondMARS_3500_9330_9340.txt,UCR,,False,TkeepSecondMARS,3500,9330,9340,11388,1,0.000965929048120829,1,0.8201615735862311,11
160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,UCR,,False,TkeepThirdMARS,3500,4711,4809,11308,1,0.008754863813229572,1,0.42527414220021226,99
161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995.txt,UCR,,False,WalkingAceleration1,1500,2764,2995,6684,1,0.034709754637941355,1,0.44808497905445843,232
162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.txt,UCR,,False,WalkingAceleration5,2700,5920,5979,6684,1,0.008976660682226212,1,0.894524236983842,60
163_UCR_Anomaly_apneaecg2_10000_20950_21100.txt,UCR,,False,apneaecg2,10000,20950,21100,38501,1,0.0039219760525700635,1,0.5480377133061479,151
164_UCR_Anomaly_apneaecg3_5000_11111_11211.txt,UCR,,False,apneaecg3,5000,11111,11211,38379,1,0.00263164751556841,1,0.2921128742280935,101
165_UCR_Anomaly_apneaecg4_6000_16000_16100.txt,UCR,,False,apneaecg4,6000,16000,16100,38269,1,0.002639211894745094,1,0.4207060545088714,101
166_UCR_Anomaly_apneaecg_10000_12240_12308.txt,UCR,,False,apneaecg,10000,12240,12308,38501,1,0.0017921612425651282,1,0.3196800083114724,69
167_UCR_Anomaly_gait1_20000_38500_38800.txt,UCR,,False,gait1,20000,38500,38800,65000,1,0.004630769230769231,1,0.5969230769230769,301
168_UCR_Anomaly_gait2_22000_46500_46800.txt,UCR,,False,gait2,22000,46500,46800,65000,1,0.004630769230769231,1,0.72,301
169_UCR_Anomaly_gait3_24500_59900_60500.txt,UCR,,False,gait3,24500,59900,60500,65000,1,0.009246153846153847,1,0.9307692307692308,601
170_UCR_Anomaly_gaitHunt1_18500_33070_33180.txt,UCR,,False,gaitHunt1,18500,33070,33180,64000,1,0.001734375,1,0.5184375,111
171_UCR_Anomaly_gaitHunt2_18500_31200_31850.txt,UCR,,False,gaitHunt2,18500,31200,31850,64000,1,0.010171875,1,0.49765625,651
172_UCR_Anomaly_gaitHunt3_23400_38400_39200.txt,UCR,,False,gaitHunt3,23400,38400,39200,64000,1,0.012515625,1,0.6125,801
173_UCR_Anomaly_insectEPG1_3000_7000_7030.txt,UCR,,False,insectEPG1,3000,7000,7030,10001,1,0.0030996900309969004,1,0.702929707029297,31
174_UCR_Anomaly_insectEPG2_3700_8000_8025.txt,UCR,,False,insectEPG2,3700,8000,8025,9998,1,0.002600520104020804,1,0.8026605321064213,26
175_UCR_Anomaly_insectEPG3_5200_7000_7050.txt,UCR,,False,insectEPG3,5200,7000,7050,9998,1,0.005101020204040808,1,0.7051410282056412,51
176_UCR_Anomaly_insectEPG4_1300_6508_6558.txt,UCR,,False,insectEPG4,1300,6508,6558,9998,1,0.005101020204040808,1,0.6559311862372474,51
177_UCR_Anomaly_insectEPG5_3200_8500_8501.txt,UCR,,False,insectEPG5,3200,8500,8501,10028,1,0.00019944156362185878,1,0.8477263661747108,2
178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800.txt,UCR,,False,ltstdbs30791AI,17555,52600,52800,56123,1,0.0035814193824278816,1,0.9407907631452346,201
179_UCR_Anomaly_ltstdbs30791AS_23000_52600_52800.txt,UCR,,False,ltstdbs30791AS,23000,52600,52800,55000,1,0.0036545454545454546,1,0.96,201
180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800.txt,UCR,,False,ltstdbs30791ES,20000,52600,52800,55000,1,0.0036545454545454546,1,0.96,201
181_UCR_Anomaly_park3m_60000_72150_72495.txt,UCR,,False,park3m,60000,72150,72495,90000,1,0.0038444444444444446,1,0.8055,346
182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.txt,UCR,,False,qtdbSel1005V,4000,12400,12800,36001,1,0.011138579483903226,1,0.35554567928668646,401
183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.txt,UCR,,False,qtdbSel100MLII,4000,13400,13800,30000,1,0.013366666666666667,1,0.46,401
184_UCR_Anomaly_resperation10_48000_130700_131880.txt,UCR,,False,resperation10,48000,130700,131880,195000,1,0.006056410256410257,1,0.6763076923076923,1181
185_UCR_Anomaly_resperation11_58000_110800_110801.txt,UCR,,False,resperation11,58000,110800,110801,195000,1,1.0256410256410256e-05,1,0.5682102564102565,2
186_UCR_Anomaly_resperation1_100000_110260_110412.txt,UCR,,False,resperation1,100000,110260,110412,200000,1,0.000765,1,0.55206,153
187_UCR_Anomaly_resperation2_30000_168250_168250.txt,UCR,,False,resperation2,30000,168250,168250,200051,1,4.998725325042114e-06,1,0.8410355359383357,1
188_UCR_Anomaly_resperation2_30000_168250_168251.txt,UCR,,False,resperation2,30000,168250,168251,190050,1,1.0523546435148646e-05,1,0.8852986056300973,2
189_UCR_Anomaly_resperation3_45000_158250_158251.txt,UCR,,False,resperation3,45000,158250,158251,190100,1,1.0520778537611784e-05,1,0.8324618621778012,2
190_UCR_Anomaly_resperation4_70000_128430_128431.txt,UCR,,False,resperation4,70000,128430,128431,195250,1,1.0243277848911652e-05,1,0.6577772087067861,2
191_UCR_Anomaly_resperation9_38000_143411_143511.txt,UCR,,False,resperation9,38000,143411,143511,195000,1,0.0005179487179487179,1,0.7359538461538462,101
192_UCR_Anomaly_s20101mML2_12000_35774_35874.txt,UCR,,False,s20101mML2,12000,35774,35874,40000,1,0.002525,1,0.89685,101
193_UCR_Anomaly_s20101m_10000_35774_35874.txt,UCR,,False,s20101m,10000,35774,35874,40000,1,0.002525,1,0.89685,101
194_UCR_Anomaly_sddb49_20000_67950_68200.txt,UCR,,False,sddb49,20000,67950,68200,80000,1,0.0031375,1,0.8525,251
195_UCR_Anomaly_sel840mECG1_17000_51370_51740.txt,UCR,,False,sel840mECG1,17000,51370,51740,60000,1,0.006183333333333333,1,0.8623333333333333,371
196_UCR_Anomaly_sel840mECG2_20000_49370_49740.txt,UCR,,False,sel840mECG2,20000,49370,49740,57001,1,0.006508657742846617,1,0.872616269890002,371
197_UCR_Anomaly_tiltAPB1_100000_114283_114350.txt,UCR,,False,tiltAPB1,100000,114283,114350,130001,1,0.0005230728994392351,1,0.8796086183952431,68
198_UCR_Anomaly_tiltAPB2_50000_124159_124985.txt,UCR,,False,tiltAPB2,50000,124159,124985,128767,1,0.006422452957667725,1,0.9706291208151157,827
199_UCR_Anomaly_tiltAPB3_40000_114000_114370.txt,UCR,,False,tiltAPB3,40000,114000,114370,129489,1,0.002865108233131772,1,0.8832410475021044,371
200_UCR_Anomaly_tiltAPB4_20000_67995_67996.txt,UCR,,False,tiltAPB4,20000,67995,67996,128001,1,1.5624877930641168e-05,1,0.5312145998859384,2
201_UCR_Anomaly_CHARISfive_10000_17001_17016.txt,UCR,,False,CHARISfive,10000,17001,17016,41347,1,0.0003869688248240501,1,0.4115413452003773,16
202_UCR_Anomaly_CHARISfive_10411_10998_11028.txt,UCR,,False,CHARISfive,10411,10998,11028,41790,1,0.0007418042593921991,1,0.2638908829863604,31
203_UCR_Anomaly_CHARISfive_10500_10995_11028.txt,UCR,,False,CHARISfive,10500,10995,11028,41612,1,0.0008170719984619821,1,0.2650197058540806,34
204_UCR_Anomaly_CHARISfive_12412_15000_15070.txt,UCR,,False,CHARISfive,12412,15000,15070,41999,1,0.0016905164408676397,1,0.3588180670968356,71
205_UCR_Anomaly_CHARISfive_9812_28995_29085.txt,UCR,,False,CHARISfive,9812,28995,29085,39870,1,0.0022824178580386255,1,0.7294958615500376,91
206_UCR_Anomaly_CHARISten_25130_29080_29140.txt,UCR,,False,CHARISten,25130,29080,29140,42000,1,0.0014523809523809524,1,0.6938095238095238,61
207_UCR_Anomaly_CHARISten_3165_26929_26989.txt,UCR,,False,CHARISten,3165,26929,26989,39870,1,0.001529972410333584,1,0.6769250062703788,61
208_UCR_Anomaly_CHARISten_5130_27929_27989.txt,UCR,,False,CHARISten,5130,27929,27989,40870,1,0.0014925373134328358,1,0.6848299486175679,61
209_UCR_Anomaly_Fantasia_19000_26970_27270.txt,UCR,,False,Fantasia,19000,26970,27270,92000,1,0.0032717391304347824,1,0.29641304347826086,301
210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996.txt,UCR,,False,Italianpowerdemand,36123,74900,74996,119819,1,0.0008095544112369491,1,0.6259107487126415,97
211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336.txt,UCR,,False,Italianpowerdemand,38113,39240,39336,119580,1,0.0008111724368623516,1,0.32895132965378826,97
212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504.txt,UCR,,False,Italianpowerdemand,8913,29480,29504,29931,1,0.0008352544184958738,1,0.9857338545320905,25
213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.txt,UCR,,False,STAFFIIIDatabase,33211,126920,127370,300000,1,0.0015033333333333333,1,0.42456666666666665,451
214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.txt,UCR,,False,STAFFIIIDatabase,34211,125720,126370,299690,1,0.0021722446528079013,1,0.4216690580266275,651
215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.txt,UCR,,False,STAFFIIIDatabase,36276,106720,107370,299990,1,0.002170072335744525,1,0.35791193039767993,651
216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370.txt,UCR,,False,STAFFIIIDatabase,37216,160720,161370,299890,1,0.0021707959585181235,1,0.5380973023441928,651
217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370.txt,UCR,,False,STAFFIIIDatabase,38211,150720,151370,299690,1,0.0021722446528079013,1,0.5050885915445961,651
218_UCR_Anomaly_STAFFIIIDatabase_41117_210720_211370.txt,UCR,,False,STAFFIIIDatabase,41117,210720,211370,299940,1,0.0021704340868173634,1,0.7047076081883044,651
219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852.txt,UCR,,False,STAFFIIIDatabase,41612,64632,64852,299840,1,0.000737059765208111,1,0.21628868729989328,221
220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.txt,UCR,,False,STAFFIIIDatabase,43217,250720,251370,299790,1,0.002171520064044831,1,0.838486940858601,651
221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.txt,UCR,,False,STAFFIIIDatabase,45616,163632,164852,298340,1,0.004092645974391634,1,0.552564188509754,1221
222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.txt,UCR,,False,mit14046longtermecg,56123,91200,91700,211502,1,0.002368771926506605,1,0.43356564004122894,501
223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.txt,UCR,,False,mit14046longtermecg,74123,131200,131700,180386,1,0.0027773774017939307,1,0.7301010056212788,501
224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.txt,UCR,,False,mit14046longtermecg,76123,191200,191700,199753,1,0.00250809750041301,1,0.9596852112358764,501
225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300.txt,UCR,,False,mit14046longtermecg,81214,143000,143300,199999,1,0.0015050075250376252,1,0.7165035825179126,301
226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300.txt,UCR,,False,mit14046longtermecg,96123,123000,123300,190001,1,0.0015842021884095348,1,0.6489439529265636,301
227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.txt,UCR,,False,mit14134longtermecg,11231,29000,29100,59302,1,0.0017031466055107754,1,0.4907085764392432,101
228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850.txt,UCR,,False,mit14134longtermecg,11361,47830,47850,59000,1,0.0003559322033898305,1,0.8110169491525424,21
229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.txt,UCR,,False,mit14134longtermecg,16363,57960,57970,59000,1,0.0001864406779661017,1,0.9825423728813559,11
230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610.txt,UCR,,False,mit14134longtermecg,19363,19510,19610,59000,1,0.001711864406779661,1,0.3323728813559322,101
231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.txt,UCR,,False,mit14134longtermecg,8763,47530,47790,59000,1,0.004423728813559322,1,0.81,261
232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790.txt,UCR,,False,mit14134longtermecg,8763,57530,57790,59000,1,0.004423728813559322,1,0.9794915254237289,261
233_UCR_Anomaly_mit14157longtermecg_18913_24500_24501.txt,UCR,,False,mit14157longtermecg,18913,24500,24501,92710,1,2.1572645885017798e-05,1,0.2642756984144105,2
234_UCR_Anomaly_mit14157longtermecg_18913_24600_24601.txt,UCR,,False,mit14157longtermecg,18913,24600,24601,98710,1,2.0261371694863742e-05,1,0.24922500253267146,2
235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.txt,UCR,,False,mit14157longtermecg,18913,75450,75451,97300,1,2.0554984583761563e-05,1,0.7754470709146968,2
236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.txt,UCR,,False,mit14157longtermecg,19313,46350,46390,97000,1,0.000422680412371134,1,0.47824742268041237,41
237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.txt,UCR,,False,mit14157longtermecg,19313,89560,90370,97000,1,0.008360824742268042,1,0.9316494845360824,811
238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.txt,UCR,,False,mit14157longtermecg,21311,72600,72780,99000,1,0.0018282828282828283,1,0.7351515151515151,181
239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.txt,UCR,,False,taichidbS0715Master,190037,593450,593514,897667,1,7.240992483849801e-05,1,0.6611739097014817,65
240_UCR_Anomaly_taichidbS0715Master_240030_884100_884200.txt,UCR,,False,taichidbS0715Master,240030,884100,884200,900000,1,0.00011222222222222223,1,0.9824444444444445,101
241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.txt,UCR,,False,taichidbS0715Master,250000,837400,839100,900000,1,0.00189,1,0.9323333333333333,1701
242_UCR_Anomaly_tilt12744mtable_100000_104630_104890.txt,UCR,,False,tilt12744mtable,100000,104630,104890,286667,1,0.000910464057599933,1,0.36589492337799606,261
243_UCR_Anomaly_tilt12744mtable_100000_203355_203400.txt,UCR,,False,tilt12744mtable,100000,203355,203400,250001,1,0.00018399926400294397,1,0.8135967456130175,46
244_UCR_Anomaly_tilt12754table_100013_104630_104890.txt,UCR,,False,tilt12754table,100013,104630,104890,300262,1,0.0008692408629796645,1,0.3493282533254291,261
245_UCR_Anomaly_tilt12754table_100211_270800_271070.txt,UCR,,False,tilt12754table,100211,270800,271070,298747,1,0.0009071220798869947,1,0.9073563918633493,271
246_UCR_Anomaly_tilt12755mtable_100211_270800_271070.txt,UCR,,False,tilt12755mtable,100211,270800,271070,299867,1,0.0009037339887350059,1,0.9039674255586644,271
247_UCR_Anomaly_tilt12755mtable_50211_121900_121980.txt,UCR,,False,tilt12755mtable,50211,121900,121980,200000,1,0.000405,1,0.6099,81
248_UCR_Anomaly_weallwalk_2000_4702_4707.txt,UCR,,False,weallwalk,2000,4702,4707,8432,1,0.0007115749525616698,1,0.55823055028463,6
249_UCR_Anomaly_weallwalk_2753_8285_8315.txt,UCR,,False,weallwalk,2753,8285,8315,10524,1,0.002945648042569365,1,0.7900988217407829,31
250_UCR_Anomaly_weallwalk_2951_7290_7296.txt,UCR,,False,weallwalk,2951,7290,7296,10468,1,0.0006687046236148261,1,0.6969812762705387,7
